images,specification,feature,product_name
"http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/1800 Series Small Square Balers/Gallery/massey-ferguson-1800-series-square-balers-gallery-image-3.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/1800 Series Small Square Balers/Gallery/massey-ferguson-1800-series-square-balers-gallery-image-2.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/1800 Series Small Square Balers/Gallery/massey-ferguson-1800-series-square-balers-gallery-image-1.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/1800 Series Small Square Balers/Gallery/1800-Series-Small-Square-Baler-3.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/1800 Series Small Square Balers/Gallery/massey-ferguson-1800-series-square-balers-hero-gallery-2.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/1800 Series Small Square Balers/Gallery/MF-1844S-MAS-0274-0558.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/1800 Series Small Square Balers/Gallery/1800-Series-Small-Square-Baler-1.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/1800 Series Small Square Balers/Gallery/massey-ferguson-1800-series-square-balers-gallery-image-4.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/1800 Series Small Square Balers/Gallery/massey-ferguson-1800-series-square-balers-hero-gallery.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/1800 Series Small Square Balers/Gallery/1800-Series-Small-Square-Baler-4.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg","[{u'Bale Size - H x W: in (mm)': '14 x 18 (356 x 457)', u'Classes': '1', u'No. Knotters': '2', u'Model': 'MF 1836', u'Plunger': '92 strokes/min.', u'Baler Weight: lb (kg)': '2,700 (1,224)'}, {u'Bale Size - H x W: in (mm)': '14 x 18 (356 x 457)', u'Classes': '1', u'No. Knotters': '2', u'Model': 'MF 1838', u'Plunger': '100 strokes/min.', u'Baler Weight: lb (kg)': '3,050 (1,384)'}, {u'Bale Size - H x W: in (mm)': '14 x 18 (356 x 457)', u'Classes': '1', u'No. Knotters': '2', u'Model': 'MF 1840', u'Plunger': '100 strokes/min.', u'Baler Weight: lb (kg)': '3,500 (1,497)'}, {u'Bale Size - H x W: in (mm)': '16 x 18 (406 x 457)', u'Classes': '2', u'No. Knotters': '2', u'Model': 'MF 1842', u'Plunger': '100 strokes/min.', u'Baler Weight: lb (kg)': '4,375 (1,985)'}, {u'Bale Size - H x W: in (mm)': '16 X 22 (406 x 560)', u'Classes': '3', u'No. Knotters': '3 Heavy Duty Twine Tie', u'Model': 'MF 1844N', u'Plunger': '90 strokes/min.', u'Baler Weight: lb (kg)': '7120 (3,236)'}, {u'Bale Size - H x W: in (mm)': '15 X 22 (380 x 560)', u'Classes': '3', u'No. Knotters': '3 Heavy Duty Twine Tie', u'Model': 'MF 1844S', u'Plunger': '90 strokes/min.', u'Baler Weight: lb (kg)': '7120 (3,236)'}]","Innovation,Capability",Massey Ferguson | 1800 Series Small Square Balers
"http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/1700 Series Economy Round Balers/Gallery/Hesston_By_Massey_Ferguson_1700_Series_Economy_Round_Baler_5_1.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/1700 Series Economy Round Balers/Gallery/landing-massey-ferguson-1700-series-round-balers-gallery-1.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/1700 Series Economy Round Balers/Gallery/landing-massey-ferguson-1700-series-round-balers-gallery-3.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/1700 Series Economy Round Balers/Gallery/landing-massey-ferguson-1700-series-round-balers-gallery-4.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/1700 Series Economy Round Balers/Gallery/Hesston_By_Massey_Ferguson_1700_Series_Economy_Round_Baler_2_1.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/1700 Series Economy Round Balers/Gallery/landing-massey-ferguson-1700-series-round-balers-gallery-2.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/1700 Series Economy Round Balers/Gallery/Hesston_By_Massey_Ferguson_1700_Series_Economy_Round_Baler_3_1.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg","[{u'Model': '1734', u'Bale Size in (mm)': '39.0 x 52.0 (991 x 1,321)', u'Bale Wt Max lbs (kg)': '550 (249)'}, {u'Model': '1745', u'Bale Size in (mm)': '46.5 x 62.0 (1,182 x 1,575)', u'Bale Wt Max lbs (kg)': '1,250 (567)'}]","Innovation,Capability",Massey Ferguson | 1700 Series Economy Round Baler
"http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/4100v-round-baler/gallery/Massey-Ferguson-4100V-Round-Baler-3.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/4100v-round-baler/gallery/Massey-Ferguson-4100V-Round-Baler-2.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/4100v-round-baler/gallery/Massey-Ferguson-4100V-Round-Baler-1.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/4100v-round-baler/gallery/Massey-Ferguson-4100V-Round-Baler-7.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/4100v-round-baler/gallery/Massey-Ferguson-4100V-Round-Baler-5.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/4100v-round-baler/gallery/Massey-Ferguson-4100V-Round-Baler-4.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg","[{u'Pick-up width': '89""', u'Bale Chamber Width': '48""', u'(flare-to-flare)': '84""', u'Bale Chamber Diameter': '35.5""-63""', u'Model': 'RB4160V', u'Bale Size': ""4'x5'""}, {u'Pick-up width': '89""', u'Bale Chamber Width': '48""', u'(flare-to-flare)': '84""', u'Bale Chamber Diameter': '35.5"" -71""', u'Model': 'RB4180V', u'Bale Size': ""4'x6'""}]","More Pickup,Less Blockage,Easy Wrapping",Massey Ferguson | 4100v Series Round Baler
"http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/2900 Series Round Balers/Gallery/landing-massey-ferguson-2900-series-round-balers-gallery-2.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/2900 Series Round Balers/Gallery/landing-massey-ferguson-2900-series-round-balers-gallery-6.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/2900 Series Round Balers/Gallery/landing-massey-ferguson-2900-series-round-balers-gallery-5.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/2900 Series Round Balers/Gallery/landing-massey-ferguson-2900-series-round-balers-6700S-mid-range-tractor-gallery-4.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/2900 Series Round Balers/Gallery/Hesston_By_Massey_Ferguson_2900_Series_Round_Baler_2_1.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/2900 Series Round Balers/Gallery/landing-massey-ferguson-2900-series-round-balers-gallery-3.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Round Balers/2900 Series Round Balers/Gallery/landing-massey-ferguson-2900-series-round-balers-6700S-mid-range-tractor-gallery-6.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg","[{u'Minimum PTO hp Requirements': '65', u'Model': '2946 & 2946A', u'Bale Size': u'46.5\u201d x 72.0\u201d', u'Bale Weight lbs (kg)': '1644 (746)', u'Size': u'4\u2019 x 6\u2019'}, {u'Minimum PTO hp Requirements': '70', u'Model': '2956 & 2956A', u'Bale Size': u'61.5\u201d x 72.0\u201d', u'Bale Weight lbs (kg)': '2200 (998)', u'Size': u'5\u2019 x 6\u2019'}]","Innovation,Capability,Comfort",Massey Ferguson | 2900 Series Round Baler
"http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/2200 Series Large Square Balers/Gallery/hesston-series-by-massey-ferguson-2270-large-square-baler-gallery-2.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/2200 Series Large Square Balers/Gallery/hesston-series-by-massey-ferguson-2270-large-square-baler-gallery-1.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/2200 Series Large Square Balers/Gallery/hesston-series-by-massey-ferguson-2270-large-square-baler-gallery-4.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/2200 Series Large Square Balers/Gallery/hesston-series-by-massey-ferguson-2270-large-square-baler-gallery-3.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/2200 Series Large Square Balers/Gallery/Hesston_By_Massey_Ferguson_2200_Series_Large_Square_Baler_3_1.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/2200 Series Large Square Balers/Gallery/Hesston_By_Massey_Ferguson_2200_Series_Large_Square_Baler_4_1.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/2200 Series Large Square Balers/Gallery/Hesston_By_Massey_Ferguson_2200_Series_Large_Square_Baler_2_1.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/2200 Series Large Square Balers/Gallery/Hesston_By_Massey_Ferguson_2200_Series_Large_Square_Baler_1_1.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/2200 Series Large Square Balers/Gallery/Hesston_By_Massey_Ferguson_2200_Series_Large_Square_Baler_6_1.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Square Balers/2200 Series Large Square Balers/Gallery/hesston-series-by-massey-ferguson-2270-large-square-baler-gallery-5.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg","[{u'Classes': '4', u'Suggested PTO HP (no cutter)': '150', u'Pickup Working Width: in (mm)': '89 (2260)', u'Bale Size - HxW: in (mm)': '31.5 x 34.4 (875 x 880)', u'Model': ""MF 2250 (3'x3')"", u'Plunger': '47 strokes/min'}, {u'Classes': '5', u'Suggested PTO HP (no cutter)': '170', u'Pickup Working Width: in (mm)': '89 (2260)', u'Bale Size - HxW: in (mm)': '34.4 x 47.2 (875 x 1200)', u'Model': ""MF 2270 (3'x4')"", u'Plunger': '47 strokes/min'}, {u'Classes': '5', u'Suggested PTO HP (no cutter)': '180', u'Pickup Working Width: in (mm)': '89 (2260)', u'Bale Size - HxW: in (mm)': '50.2 x 47.2 (1275 x 1200)', u'Model': ""MF 2290 (4'x4')"", u'Plunger': '33 strokes/min'}, {u'Classes': '6', u'Suggested PTO HP (no cutter)': '180', u'Pickup Working Width: in (mm)': '89 (2260)', u'Bale Size - HxW: in (mm)': '34.4 x 47.2 (875 x 1200)', u'Model': u'MF\xa02270XD ""Extra\xa0Density"" (3\'x4\')', u'Plunger': '47 strokes/min'}]","Innovation,Capability",Massey Ferguson | 2200 Series Large Square Baler
,"[{u'Recommended HP': '280+', u'Model': u'MF2370\xa0Ultra\xa0HD', u'Bale Size': u'3\u2019 x 4\u2019', u'Class': '8', u'Plunger Strokes per Minute': '50'}]",,2370 Ultra HD Large Square Baler
"http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/professional-series-disc-mowers/gallery/massey-ferguson-professional-series-disc-mowers-gallery-08.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/professional-series-disc-mowers/gallery/massey-ferguson-professional-series-disc-mowers-gallery-02.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/professional-series-disc-mowers/gallery/massey-ferguson-professional-series-disc-mowers-gallery-03.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/professional-series-disc-mowers/gallery/massey-ferguson-professional-series-disc-mowers-gallery-06.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/professional-series-disc-mowers/gallery/massey-ferguson-professional-series-disc-mowers-gallery-05.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/professional-series-disc-mowers/gallery/massey-ferguson-professional-series-disc-mowers-gallery-04.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/professional-series-disc-mowers/gallery/massey-ferguson-professional-series-disc-mowers-gallery-01.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg","[{u'Base Mower Weight W/O conditioner lb (kg)': '1389 (630)', u'Model': 'DM255-P', u'Minimum PTO HP requirement': '54', u'Minimum PTO HP requirement with conditioner lb': '75', u'Working width ft (m)': '8\'4"" (2.55)'}, {u'Base Mower Weight W/O conditioner lb (kg)': '1596 (724)', u'Model': 'DM306-P', u'Minimum PTO HP requirement': '61', u'Minimum PTO HP requirement with conditioner lb': '86', u'Working width ft (m)': '9\'10"" (3.0)'}, {u'Base Mower Weight W/O conditioner lb (kg)': '1760 (798)', u'Model': 'DM357-P', u'Minimum PTO HP requirement': '68', u'Minimum PTO HP requirement with conditioner lb': 'N/A', u'Working width ft (m)': '11\'6"" (3.5)'}]","Innovation,Capability",Massey Ferguson | Professional Series Disc Mowers
"http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/1300 Series Disc Mower Conditioners/Gallery/massey-ferguson-5700sl-midrange-tractor-1300-series-disc-mower-cutting-gallery.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/1300 Series Disc Mower Conditioners/Gallery/massey-ferguson-1300-series-disc-mower-conditioner.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/1300 Series Disc Mower Conditioners/Gallery/massey-ferguson-midrange-tractor-1300-series-disc-mower-cutting-gallery.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/1300 Series Disc Mower Conditioners/Gallery/landing-massey-ferguson-1300-series-disc-mower-conditioner-gallery-2.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/1300 Series Disc Mower Conditioners/Gallery/massey-ferguson-6700s-series-midrange-tractor-1380-series-disc-mower-cutting-2-gallery.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/1300 Series Disc Mower Conditioners/Gallery/landing-massey-ferguson-1300-series-disc-mower-conditioner-gallery-1.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg","[{u'Pull': 'Side', u'Model': '1359', u'Cutting Width: ft (m)': '9.3 (2.8)', u'Conditioner Options': 'Steel, Rubber', u'PTO hp (kW)': '60 (45)'}, {u'Pull': 'Side', u'Model': '1363', u'Cutting Width: ft (m)': '9.75 (3)', u'Conditioner Options': 'Steel, Rubber, Tine', u'PTO hp (kW)': '70 (52)'}, {u'Pull': 'Center', u'Model': '1366', u'Cutting Width: ft (m)': '9.75 (3)', u'Conditioner Options': 'Steel, Rubber, Tine', u'PTO hp (kW)': '75 (55)'}, {u'Pull': 'Center', u'Model': '1383', u'Cutting Width: ft (m)': '13 (4)', u'Conditioner Options': 'Steel, Rubber on Steel', u'PTO hp (kW)': '100 (75)'}, {u'Pull': 'Center', u'Model': '1386', u'Cutting Width: ft (m)': '16 (4.9)', u'Conditioner Options': 'Steel, Rubber on Steel', u'PTO hp (kW)': '120 (89)'}]","Innovation,Capability",Massey Ferguson | 1300 Series Disc Mower Conditioners
"http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/farmer-series-disc-mowers/gallery/massey-ferguson-farmer-series-disc-mowers-gallery-05.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/farmer-series-disc-mowers/gallery/massey-ferguson-farmer-series-disc-mowers-gallery-gallery-03.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/farmer-series-disc-mowers/gallery/massey-ferguson-farmer-series-disc-mowers-gallery-04.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/farmer-series-disc-mowers/gallery/massey-ferguson-farmer-series-disc-mowers-gallery-06.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/farmer-series-disc-mowers/gallery/massey-ferguson-farmer-series-disc-mowers-gallery-02.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/farmer-series-disc-mowers/gallery/massey-ferguson-farmer-series-disc-mowers-gallery-01.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/farmer-series-disc-mowers/gallery/massey-ferguson-farmer-series-dm287-disc-mower.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg","[{u'Model': 'DM164', u'Minimum PTO HP Requirement': '30', u'Working Width ft (m)': '5\'5"" (1.66)'}, {u'Model': 'DM205', u'Minimum PTO HP Requirement': '41', u'Working Width ft (m)': '6\'9"" (2.06)'}, {u'Model': 'DM246', u'Minimum PTO HP Requirement': '50', u'Working Width ft (m)': '7\'11"" (2.42)'}, {u'Model': 'DM287', u'Minimum PTO HP Requirement': '60', u'Working Width ft (m)': '9\'3"" (2.82)'}]","Innovation,Capability",Massey Ferguson | Farmer Series Disc Mowers
"http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/sickle-headers/9100-series/gallery/hesston-series-by-massey-ferguson-9100-series-sickle-headers-mountains.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/sickle-headers/9100-series/gallery/hesston-series-by-massey-ferguson-9100-series-sickle-headers-close-up.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/sickle-headers/9100-series/gallery/hesston-series-by-massey-ferguson-9100-series-sickle-headers-sickle.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg","[{u'Swath Width': u'(1 \u2013 2.4)', u'Conditioners': '2', u'Sickle Stroke s/Min': 'Hydraulic', u'Header Width ft (m)': '14 (4.3)', u'in (m)': '920', u'Conditioner': 'Steel on Steel or Rubber on Steel', u'Model': '9126', u'Type': u'40 \u2013 96', u'Roll Tension': 'WR9840, WR9860 & WR9870'}, {u'Swath Width': u'(1 \u2013 2.4)', u'Conditioners': '2', u'Sickle Stroke s/Min': 'Hydraulic', u'Header Width ft (m)': '16 (4.9)', u'in (m)': '920', u'Conditioner': 'Steel on Steel or Rubber on Steel', u'Model': '9126', u'Type': u'40 \u2013 96', u'Roll Tension': 'WR9840, WR9860 & WR9870'}, {u'Swath Width': u'(1 \u2013 2.4)', u'Conditioners': '2', u'Sickle Stroke s/Min': 'Hydraulic', u'Header Width ft (m)': '18 (5.5)', u'in (m)': '920', u'Conditioner': 'Steel on Steel or Rubber on Steel', u'Model': '9126', u'Type': u'40 \u2013 96', u'Roll Tension': 'WR9840, WR9860 & WR9870'}, {u'Swath Width': u'(1 \u2013 2.4)', u'Conditioners': '4', u'Sickle Stroke s/Min': 'Hydraulic', u'Header Width ft (m)': '14 (4.3)', u'in (m)': '920', u'Conditioner': 'Steel on Steel', u'Model': '9146 Twin Max', u'Type': u'40 \u2013 96', u'Roll Tension': 'WR9840, WR9860 & WR9870'}, {u'Swath Width': u'(1 \u2013 2.4)', u'Conditioners': '4', u'Sickle Stroke s/Min': 'Hydraulic', u'Header Width ft (m)': '16 (4.9)', u'in (m)': '920', u'Conditioner': 'Steel on Steel', u'Model': '9146 Twin Max', u'Type': u'40 \u2013 96', u'Roll Tension': 'WR9840, WR9860 & WR9870'}]","Innovation,Capability",Massey Ferguson | 9100 Series Sickle Headers
,"[{u'Swath Width': u'(1 \u2013 2.4)', u'Conditioners': '2', u'Sickle Stroke s/Min': 'Hydraulic', u'Header Width ft (m)': '14 (4.3)', u'in (m)': '920', u'Conditioner': 'Steel on Steel or Rubber on Steel', u'Model': '9226', u'Type': u'40 \u2013 96'}, {u'Swath Width': u'(1 \u2013 2.4)', u'Conditioners': '2', u'Sickle Stroke s/Min': 'Hydraulic', u'Header Width ft (m)': '16 (4.9)', u'in (m)': '920', u'Conditioner': 'Steel on Steel or Rubber on Steel', u'Model': '9226', u'Type': u'40 \u2013 96'}, {u'Swath Width': u'(1 \u2013 2.4)', u'Conditioners': '2', u'Sickle Stroke s/Min': 'Hydraulic', u'Header Width ft (m)': '18 (5.5)', u'in (m)': '920', u'Conditioner': 'Steel on Steel or Rubber on Steel', u'Model': '9226', u'Type': u'40 \u2013 96'}, {u'Swath Width': u'(1 \u2013 2.4)', u'Conditioners': '4', u'Sickle Stroke s/Min': 'Hydraulic', u'Header Width ft (m)': '14 (4.3)', u'in (m)': '920', u'Conditioner': 'Steel on Steel', u'Model': '9246 Twin Max', u'Type': u'40 \u2013 96'}, {u'Swath Width': u'(1 \u2013 2.4)', u'Conditioners': '4', u'Sickle Stroke s/Min': 'Hydraulic', u'Header Width ft (m)': '16 (4.9)', u'in (m)': '920', u'Conditioner': 'Steel on Steel', u'Model': '9246 Twin Max', u'Type': u'40 \u2013 96'}]",,Massey Ferguson 9200 Series Sickle Headers
